date,open,high,low,close,volume
2011-12-01,2596.153,2630.664,2577.722,2583.613,6352025200.0
2011-12-02,2570.56,2575.692,2543.532,2557.311,3218370300.0
2011-12-05,2561.2,2561.2,2517.179,2521.385,3206338800.0
2011-12-06,2515.044,2525.666,2499.574,2516.341,2629758100.0
2011-12-07,2517.341,2534.529,2509.777,2528.228,2326183900.0
2011-12-08,2525.041,2549.101,2494.694,2525.001,2777774400.0
2011-12-09,2506.624,2525.162,2496.972,2503.461,2402905900.0
2011-12-12,2497.922,2502.046,2476.116,2477.692,2190124900.0
2011-12-13,2467.016,2472.656,2418.673,2421.928,3571753400.0
2011-12-14,2415.944,2433.55,2392.299,2397.48,2532010900.0
2011-12-15,2382.441,2384.473,2340.447,2340.788,3675083400.0
2011-12-16,2339.976,2390.378,2332.14,2390.129,3630233900.0
2011-12-19,2370.418,2387.89,2321.657,2384.408,3790975200.0
2011-12-20,2376.709,2412.572,2373.86,2377.073,3240232700.0
2011-12-21,2397.275,2404.775,2337.693,2339.108,3120952500.0
2011-12-22,2325.27,2358.468,2294.607,2341.335,3668385800.0
2011-12-23,2337.382,2382.709,2331.958,2359.159,3316190400.0
2011-12-26,2345.555,2369.818,2334.794,2335.702,2822408700.0
2011-12-27,2332.826,2346.384,2302.411,2305.035,2927731400.0
2011-12-28,2295.866,2309.645,2267.114,2307.928,3288202000.0
2011-12-29,2297.288,2323.488,2293.872,2311.361,3088770000.0
2011-12-30,2318.673,2349.029,2318.673,2345.742,3586524300.0
2012-01-04,2361.499,2365.988,2298.298,2298.753,3434456700.0
2012-01-05,2290.78,2316.657,2272.153,2276.385,4301648000.0
2012-01-06,2274.352,2291.885,2254.567,2290.601,3519899200.0
2012-01-09,2291.182,2368.889,2271.717,2368.57,5472734100.0
2012-01-10,2365.768,2449.955,2361.281,2447.349,8115498900.0
2012-01-11,2444.757,2453.146,2423.322,2435.608,5870567400.0
2012-01-12,2426.82,2464.378,2423.321,2435.219,4712127500.0
2012-01-13,2438.405,2445.787,2374.545,2394.334,4551399700.0
2012-01-16,2376.953,2394.498,2345.633,2345.649,3052714500.0
2012-01-17,2347.568,2462.429,2329.248,2460.601,6420564800.0
2012-01-18,2464.92,2485.498,2414.527,2422.189,6389235800.0
2012-01-19,2423.857,2480.206,2414.985,2468.35,5561572600.0
2012-01-20,2476.73,2510.34,2462.594,2504.086,5452978300.0
2012-01-30,2508.877,2508.877,2460.396,2460.72,4351714800.0
2012-01-31,2462.338,2472.839,2447.768,2464.26,3070150100.0
2012-02-01,2458.233,2481.664,2423.45,2428.994,3501537400.0
2012-02-02,2437.47,2486.238,2429.709,2486.238,4206698500.0
2012-02-03,2478.336,2514.645,2470.28,2506.09,4994924000.0
2012-02-06,2511.172,2520.758,2488.709,2504.322,4507990500.0
2012-02-07,2489.032,2489.032,2441.698,2457.954,3967916400.0
2012-02-08,2456.422,2534.162,2450.999,2528.236,5618645600.0
2012-02-09,2525.589,2546.025,2513.131,2529.231,5929975100.0
2012-02-10,2521.676,2560.027,2521.155,2533.624,6157587700.0
2012-02-13,2504.41,2553.446,2496.305,2531.981,5191397300.0
2012-02-14,2528.967,2533.264,2506.537,2522.107,4043010100.0
2012-02-15,2515.829,2562.071,2511.289,2549.607,5809037000.0
2012-02-16,2544.641,2559.345,2519.043,2536.074,5439543100.0
2012-02-17,2551.815,2558.345,2522.856,2537.086,3899471600.0
2012-02-20,2571.907,2574.746,2539.904,2540.706,5615332900.0
2012-02-21,2544.835,2562.909,2520.786,2562.453,4789480800.0
